 ,"Employment: by employment status, by economic activity",,,,,,,,,,"GDP deflators: by expenditure components",,,,,,,"Unit labour cost: by economic activity",,,,,,,"Hourly labour cost: by components and by economic activity",,,,,,,"Exchange rates: effective exchange rates","US and Japan: main economic and financial indicators",,,,,,,,,,,,,,,,,,,,,,,"Industry and commodity prices: by type of goods and by industry","GDP: by expenditure components at current prices",,,,,,,"GDP: by expenditure components at constant prices",,,,,,,"Value added: by economic activity at current prices",,,,,,,,,"Value added: by economic activity, chain-linked volumes",,,,,,,,,"Confidence indicators: economic, manufacturing, consumer, construction, retail trade, services",
Name:,ESA.Q.I5.S.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.EMPLOY.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.SELFEM.0000.TTTT.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YA_B.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YC_E.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YF_F.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YG_I.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YJ_K.N.P.A,ESA.Q.I5.N.1000.TOTEMP.0000.YL_P.N.P.A,ESA.Q.I5.S.0000.B1QG00.1000.TTTT.D.U.I,ESA.Q.I5.S.1000.P30_50.0000.TTTT.D.U.I,ESA.Q.I5.S.1415.P31000.0000.TTTT.D.U.I,ESA.Q.I5.S.1300.P30000.0000.TTTT.D.U.I,ESA.Q.I5.S.1000.P51000.0000.TTTT.D.U.I,ESA.Q.I5.S.2000.P60000.0000.TTTT.D.U.I,ESA.Q.I5.S.0000.P70000.2000.TTTT.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.TTTT.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YA_B.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YC_E.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YF_F.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YG_I.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YJ_K.D.U.I,ESA.Q.I5.S.1000.UNLACO.0000.YL_P.D.U.I,STS.Q.I5.Y.LCIT.NS0025.4.000,STS.Q.I5.W.LCIT.NS0025.4.000,STS.Q.I5.W.LCIW.NS0025.4.000,STS.Q.I5.W.LCIO.NS0025.4.000,STS.Q.I5.W.LCIT.NS0020.4.000,STS.Q.I5.W.LCIT.N100F0.4.000,STS.Q.I5.W.LCIT.NSG_K0.3.000,EXR.Q.Z59.EUR.ERU1.A,BISM.Q.VPNB.US.01,BISM.Q.RHGB.US.01,GST.Q.US.N.B1300.DEF.B0000.CU.G,GST.Q.US.N.B0X13.MAL.B1300.SA.G,MEI.Q.JPN.CMPGDP.VIXOBSA,MUFA.Q.US.N.B8G.G.X.US.1000.Z5.ZZZZ.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.1000.M.R,MUFA.Q.US.N.BIC.G.X.US.1000.A1.1000.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.11US.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.11US.M.R,MUFA.Q.US.N.B8G.G.X.US.11US.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.11US.A1.1000.M.R,MUFA.Q.US.N.P5C.G.X.Z5.ZZZZ.US.1415.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.1415.M.R,MUFA.Q.US.N.B8C.G.X.US.1415.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.1415.A1.1000.M.R,MUFA.Q.JP.N.B8G.G.X.JP.1000.Z5.ZZZZ.M.J,MUFA.Q.JP.N.P50.G.X.Z5.ZZZZ.JP.1000.M.J,MUFA.Q.JP.N.BIC.G.X.JP.1000.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1100.M.J,MUFA.Q.JP.N.T00.G.X.JP.1100.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1415.M.J,MUFA.Q.JP.N.T00.G.X.JP.1415.A1.1000.M.J,STS.Q.I5.N.CINP.CC1100.4.000,ESA.Q.I5.S.0000.B1QG00.1000.TTTT.V.U.A,ESA.Q.I5.S.1415.P31000.0000.TTTT.V.U.A,ESA.Q.I5.S.1300.P30000.0000.TTTT.V.U.A,ESA.Q.I5.S.1000.P51000.0000.TTTT.V.U.A,ESA.Q.I5.S.1000.P52_53.0000.TTTT.V.U.A,ESA.Q.I5.S.2000.P60000.0000.TTTT.V.U.A,ESA.Q.I5.S.0000.P70000.2000.TTTT.V.U.A,ESA.Q.I5.S.0000.B1QG00.1000.TTTT.L.U.A,ESA.Q.I5.S.1415.P31000.0000.TTTT.L.U.A,ESA.Q.I5.S.1300.P30000.0000.TTTT.L.U.A,ESA.Q.I5.S.1000.P51000.0000.TTTT.L.U.A,ESA.Q.I5.S.1000.P52_53.0000.TTTT.L.U.A,ESA.Q.I5.S.2000.P60000.0000.TTTT.L.U.A,ESA.Q.I5.S.0000.P70000.2000.TTTT.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.TTTT.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YA_B.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YC_E.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YF_F.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YG_I.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YJ_K.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.YL_P.V.U.A,ESA.Q.I5.S.0000.P11900.1000.TTTT.V.U.A,ESA.Q.I5.S.0000.D21X31.1000.TTTT.V.U.A,ESA.Q.I5.S.0000.B1G000.1000.TTTT.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YA_B.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YC_E.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YF_F.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YG_I.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YJ_K.L.U.A,ESA.Q.I5.S.0000.B1G000.1000.YL_P.L.U.A,ESA.Q.I5.S.0000.P11900.1000.TTTT.L.U.A,ESA.Q.I5.S.0000.D21X31.1000.TTTT.L.U.A,SUR.Q.I5.S.ECFIN.MAN013.TT
Q4-1998      ,131186.46000 ,131528.40000 ,110743.11000 ,20785.29000 ,6718.37000 ,26685.40000 , 9729.68000 ,32843.87000 ,17171.05000 ,38380.04000 ,105.76634 ,105.31713 ,105.58683 ,106.09825 ,102.78245 ,100.76124 , 99.16444 , 99.11732 ,103.61280 ,104.01239 , 97.59103 ,100.27091 , 94.04351 , 95.80223 , 94.90000 ,100.80000 ,100.70000 ,101.00000 ,101.50000 , 99.10000 ,100.40000 ,104.70342 , 92.60000 , 9237.10000 , 0.61650 ,52.95387 , 97.66097 ,18.03452 ,20.33201 ,-2.40554 ,8.89508 , 6.11282 ,7.66079 , 6.99357 ,12.84931 , 3.37328 ,12.20437 , 5.54182 ,27.27000 ,24.24000 ,2.66000 , 11.31000 , -4.92000 , 13.40000 ,-2.61000 , 95.01960 ,1564664.48000 , 900249.92000 ,310257.11000 ,322073.60000 , 7251.97000 ,499454.45000 ,474622.56000 ,1592852.70000 , 927719.54000 ,323021.40000 ,331603.65000 ,NA ,525607.04000 ,521188.95000 ,1400759.03000 ,36844.98000 ,314734.82000 , 77734.64000 ,297738.38000 ,359998.81000 ,313707.40000 ,NA ,163905.46000 ,1427833.23000 ,36075.36000 ,311301.52000 ,81500.13000 ,297549.32000 ,374256.52000 ,327587.10000 ,NA ,164986.72000 ,82.30000
Q1-1999      ,131719.62000 ,130651.40000 ,110046.51000 ,20604.89000 ,6475.54000 ,26350.30000 , 9364.52000 ,32629.58000 ,17276.68000 ,38554.77000 ,105.67907 ,105.13635 ,105.53691 ,106.49368 ,102.58422 ,100.48985 , 98.57741 , 98.53149 , 99.48715 ,102.41374 , 97.10890 , 99.53909 , 94.89582 , 96.17334 , 95.60000 , 88.80000 , 88.40000 , 90.00000 , 87.40000 , 91.50000 , 89.40000 ,100.00000 , 91.90000 , 9315.50000 , 0.73236 ,52.44864 , 96.84801 ,18.71405 ,20.64555 ,-2.44404 ,9.19237 ,11.36552 ,7.90986 ,10.99819 ,12.51581 , 4.58623 ,11.87159 , 6.24790 ,31.92000 ,28.70000 ,2.07000 , -0.88000 ,-15.95000 , -6.03000 , 2.63000 , 95.46208 ,1579995.80000 , 908191.02000 ,314645.13000 ,327550.14000 , 7044.85000 ,501942.83000 ,479378.17000 ,1608199.86000 , 935263.53000 ,326056.71000 ,337560.22000 ,NA ,529219.20000 ,528987.86000 ,1415352.28000 ,37356.52000 ,314980.14000 , 79638.90000 ,299133.24000 ,367337.46000 ,316906.02000 ,NA ,164643.52000 ,1439269.20000 ,37742.63000 ,313139.82000 ,83179.70000 ,301436.17000 ,375085.32000 ,328992.22000 ,NA ,168920.02000 ,81.90000
Q2-1999      ,132167.88000 ,132148.85000 ,111550.37000 ,20598.49000 ,6602.50000 ,26259.63000 , 9701.22000 ,33068.70000 ,17730.13000 ,38786.68000 ,106.09533 ,105.80228 ,106.01599 ,107.42351 ,103.06435 ,100.93982 , 99.78512 , 99.19534 , 99.18038 ,102.35762 , 97.88962 ,100.19100 , 96.03373 , 97.32325 , 96.30000 , 98.10000 , 98.40000 , 97.40000 , 98.40000 , 99.00000 , 97.70000 , 97.15672 , 91.80000 , 9392.60000 , 0.87638 ,50.52635 , 97.50095 ,17.99225 ,20.43684 ,-2.86313 ,9.25509 , 9.84863 ,8.00743 , 9.80573 ,12.89965 , 3.06152 ,11.08712 , 6.12395 ,23.28000 ,22.76000 ,2.38000 ,-18.10000 ,-13.81000 , 10.39000 ,-6.19000 , 96.24232 ,1595333.67000 , 917662.68000 ,316791.84000 ,334640.43000 , 4304.29000 ,520077.08000 ,498142.65000 ,1617967.73000 , 941093.08000 ,325541.86000 ,343400.76000 ,NA ,546119.22000 ,543322.68000 ,1427079.53000 ,37149.08000 ,315521.65000 , 80557.89000 ,301650.98000 ,372291.84000 ,319908.10000 ,NA ,168254.14000 ,1448420.97000 ,37923.64000 ,315079.89000 ,83466.35000 ,302834.61000 ,379699.68000 ,329749.06000 ,NA ,169531.71000 ,81.70000
Q3-1999      ,132957.60000 ,133664.85000 ,112967.09000 ,20697.76000 ,6700.30000 ,26490.36000 , 9982.60000 ,33680.32000 ,18098.02000 ,38713.25000 ,106.36114 ,106.35974 ,106.34829 ,108.42089 ,103.56534 ,101.73851 ,101.45055 , 99.09705 , 98.44756 ,101.39476 , 97.72445 , 99.94727 , 96.39776 , 98.04601 , 97.00000 , 96.10000 , 96.40000 , 95.30000 , 95.40000 , 96.00000 , 96.50000 , 95.28808 , 92.90000 , 9502.20000 , 0.92983 ,49.61436 , 97.32111 ,17.69618 ,20.58652 ,-3.22977 ,9.25820 ,10.65586 ,7.81064 ,11.06419 ,12.83966 , 3.63152 ,10.78409 , 6.03584 ,26.29000 ,26.07000 ,2.37000 ,  8.83000 ,  0.64000 ,  4.40000 , 2.28000 , 96.99509 ,1618391.67000 , 929436.03000 ,321762.42000 ,341850.63000 , 3494.84000 ,541241.65000 ,519393.91000 ,1637339.63000 , 950263.40000 ,327622.62000 ,349119.05000 ,NA ,563881.84000 ,557218.08000 ,1446743.87000 ,37392.99000 ,320936.27000 , 82248.91000 ,306060.67000 ,376264.41000 ,323840.62000 ,NA ,171647.80000 ,1465098.62000 ,38283.06000 ,320225.63000 ,84336.83000 ,307908.79000 ,383424.97000 ,331097.36000 ,NA ,172232.81000 ,82.10000
Q4-1999      ,133606.13000 ,133986.14000 ,113318.40000 ,20667.74000 ,6574.53000 ,26531.88000 ,10047.85000 ,33640.53000 ,18221.45000 ,38969.89000 ,106.56709 ,106.83773 ,106.87072 ,109.03260 ,103.78463 ,102.54901 ,103.05708 , 99.20081 , 97.72191 ,100.85558 , 98.63174 ,100.04541 , 97.41216 , 98.69399 , 97.80000 ,103.50000 ,103.50000 ,103.40000 ,104.40000 ,100.70000 ,103.20000 , 93.77171 , 92.90000 , 9671.10000 , 0.86874 ,49.35938 , 97.88808 ,17.87463 ,21.06234 ,-3.46515 ,9.56997 ,10.01249 ,7.82424 ,10.74881 ,12.65639 , 3.22763 ,10.68332 , 6.42082 ,27.58000 ,24.28000 ,2.14000 , 19.01000 , 13.28000 , 11.47000 , 2.09000 , 97.51764 ,1640170.16000 , 942834.79000 ,325006.64000 ,345862.65000 , 7676.54000 ,561800.07000 ,543010.53000 ,1656348.21000 , 959415.46000 ,329100.76000 ,352502.19000 ,NA ,580669.30000 ,573510.60000 ,1465223.22000 ,37708.49000 ,326441.72000 , 83057.62000 ,308943.79000 ,383177.29000 ,325894.31000 ,NA ,174946.95000 ,1481198.35000 ,38640.71000 ,325606.17000 ,84957.05000 ,311446.48000 ,389049.45000 ,331554.14000 ,NA ,175151.19000 ,82.30000
Q1-2000      ,134442.54000 ,133262.41000 ,112597.68000 ,20664.73000 ,6386.60000 ,26233.06000 , 9765.06000 ,33437.66000 ,18379.17000 ,39060.86000 ,107.01445 ,107.80823 ,107.74724 ,109.63899 ,104.81586 ,104.13181 ,106.15331 , 99.43490 , 99.08976 ,100.66686 , 99.36748 ,100.06876 , 98.03539 , 98.92150 , 98.60000 , 92.20000 , 91.70000 , 93.70000 , 91.10000 , 94.20000 , 92.70000 , 88.89241 , 96.50000 , 9695.60000 , 1.93055 ,48.35084 , 99.68292 ,18.53182 ,20.52457 ,-3.77597 ,9.21540 ,11.20099 ,7.30796 ,12.12810 ,13.03370 , 2.16173 ,11.44706 , 7.66285 ,28.82000 ,28.45000 ,2.47000 , 12.46000 ,  5.67000 ,  0.66000 , 4.48000 , 99.06391 ,1666577.94000 , 958678.74000 ,330578.06000 ,357107.31000 , 6120.05000 ,591036.83000 ,576943.05000 ,1676292.80000 , 967835.93000 ,332944.67000 ,360448.77000 ,NA ,601632.54000 ,591652.41000 ,1490624.47000 ,37772.43000 ,328189.83000 , 85533.07000 ,313895.55000 ,394755.35000 ,330478.24000 ,NA ,175953.47000 ,1500864.12000 ,38400.23000 ,330346.10000 ,86476.52000 ,315715.08000 ,396393.16000 ,333638.64000 ,NA ,175424.36000 ,83.70000
Q2-2000      ,135411.18000 ,135323.53000 ,114501.21000 ,20822.31000 ,6522.41000 ,26347.65000 ,10066.98000 ,33992.81000 ,18895.54000 ,39498.13000 ,107.39849 ,108.29602 ,108.30512 ,110.12702 ,105.46506 ,105.43577 ,107.74439 , 99.53232 , 99.88074 , 99.89221 ,100.10245 , 99.71660 , 99.56967 , 99.23151 , 99.50000 ,101.30000 ,101.50000 ,100.70000 ,102.10000 ,102.00000 ,100.70000 , 85.98121 , 95.40000 , 9847.90000 , 1.63497 ,45.59932 , 99.91372 ,18.04411 ,21.24135 ,-3.88759 ,9.74690 ,13.62123 ,7.38487 ,14.14748 ,12.61935 , 0.19553 ,11.05963 , 5.58119 ,23.97000 ,22.20000 ,2.64000 ,-21.08000 ,-17.35000 ,  8.73000 ,-6.12000 , 99.74700 ,1688114.39000 , 972003.53000 ,332536.16000 ,361352.60000 , 9019.00000 ,613484.35000 ,600281.24000 ,1692351.75000 , 976554.21000 ,333517.63000 ,362596.03000 ,NA ,616904.22000 ,606690.63000 ,1510559.03000 ,37892.76000 ,335313.86000 , 85132.85000 ,319370.54000 ,398624.57000 ,334224.45000 ,NA ,177555.36000 ,1514465.87000 ,38200.78000 ,335877.17000 ,85489.51000 ,320435.82000 ,398978.68000 ,335479.28000 ,NA ,177878.07000 ,83.70000
Q3-2000      ,136135.66000 ,136920.99000 ,115935.82000 ,20985.17000 ,6568.94000 ,26694.86000 ,10275.66000 ,34600.90000 ,19275.61000 ,39505.01000 ,107.90540 ,109.08582 ,109.20743 ,110.81638 ,105.99796 ,106.60175 ,109.64811 ,100.33886 , 98.70628 , 99.82994 , 99.87562 , 99.97682 ,100.74585 ,100.87314 ,100.50000 , 99.50000 , 99.80000 , 98.60000 , 99.00000 , 99.30000 , 99.90000 , 84.35128 , 97.80000 , 9836.60000 , 1.61832 ,44.36570 ,100.04655 ,18.20230 ,20.83655 ,-4.30282 ,9.64478 ,14.38955 ,7.31882 ,13.73318 ,12.59879 , 1.13741 ,11.31467 , 6.18928 ,28.67000 ,25.78000 ,2.59000 , 11.31000 , -1.02000 , -0.43000 , 1.25000 ,100.32632 ,1703754.64000 , 982469.32000 ,336328.33000 ,366194.87000 , 8541.61000 ,637130.79000 ,626910.29000 ,1700275.31000 , 979086.60000 ,335272.41000 ,365671.90000 ,NA ,633786.04000 ,622736.98000 ,1528317.50000 ,38544.90000 ,339509.84000 , 86029.98000 ,323318.76000 ,402735.38000 ,338178.65000 ,NA ,175437.14000 ,1524180.88000 ,38593.99000 ,338307.71000 ,85858.97000 ,322666.41000 ,402157.20000 ,336573.10000 ,NA ,176098.22000 ,84.10000
Q4-2000      ,136943.65000 ,137426.11000 ,116425.85000 ,21000.26000 ,6522.58000 ,26787.61000 ,10249.14000 ,34723.20000 ,19338.66000 ,39804.92000 ,108.36898 ,109.94271 ,110.00614 ,111.24308 ,107.05016 ,107.78870 ,111.81534 ,100.69392 ,102.32323 , 99.61100 ,100.65444 ,100.23782 ,101.64909 ,100.97385 ,101.40000 ,107.00000 ,106.90000 ,107.00000 ,107.80000 ,104.40000 ,106.70000 , 82.80004 , 97.70000 , 9887.70000 , 1.30606 ,43.72477 ,100.95512 ,17.38026 ,20.54839 ,-4.21885 ,9.22408 ,10.05660 ,7.24273 ,10.42357 ,12.50233 , 0.03396 ,10.78882 , 4.86004 ,28.44000 ,24.31000 ,1.79000 ,  7.09000 , 12.91000 ,  7.57000 , 0.53000 ,100.86278 ,1723059.35000 , 991762.65000 ,339823.17000 ,369578.32000 ,15277.88000 ,668127.29000 ,661509.96000 ,1712586.46000 , 981437.50000 ,337531.00000 ,365516.41000 ,NA ,657456.45000 ,644564.53000 ,1546248.61000 ,38631.14000 ,343809.92000 , 87550.42000 ,328505.22000 ,406864.14000 ,340887.77000 ,NA ,176810.74000 ,1536238.75000 ,37646.24000 ,342292.48000 ,86421.31000 ,326272.76000 ,405450.40000 ,338078.09000 ,NA ,176356.06000 ,84.60000
Q1-2001      ,137281.06000 ,136171.85000 ,115266.67000 ,20905.18000 ,6392.46000 ,26604.45000 , 9932.85000 ,34285.28000 ,19323.55000 ,39633.27000 ,109.23056 ,110.30070 ,110.39721 ,112.26981 ,106.80589 ,107.26303 ,110.00333 ,101.00233 ,103.02287 , 99.92836 ,101.12743 , 99.66625 ,102.12600 ,101.84698 ,102.40000 , 95.80000 , 95.40000 , 97.10000 , 94.70000 , 97.20000 , 96.40000 , 86.19508 , 98.90000 , 9875.60000 , 1.08866 ,43.74073 ,101.43719 ,17.41549 ,19.85286 ,-4.11162 ,8.72276 , 2.37243 ,7.19506 , 2.77631 ,12.70037 , 3.14375 ,10.80214 , 4.54765 ,30.04000 ,28.54000 ,2.34000 ,  9.03000 , -2.43000 , -4.14000 , 3.27000 ,101.65014 ,1749822.62000 ,1006640.86000 ,344756.23000 ,371903.39000 , 5917.93000 ,664984.89000 ,644380.69000 ,1725744.41000 , 992804.89000 ,339350.83000 ,368722.61000 ,NA ,657720.82000 ,638382.65000 ,1571322.74000 ,39473.48000 ,348136.07000 , 89277.77000 ,334601.58000 ,415316.30000 ,344517.54000 ,NA ,178499.87000 ,1547830.11000 ,37566.66000 ,345603.50000 ,87384.09000 ,329798.11000 ,408951.27000 ,338526.47000 ,NA ,177914.30000 ,84.20000
Q2-2001      ,137639.65000 ,137554.92000 ,116592.82000 ,20962.10000 ,6465.63000 ,26564.72000 ,10195.30000 ,34669.79000 ,19652.15000 ,40007.33000 ,110.02164 ,111.09939 ,111.34641 ,113.10000 ,107.23136 ,107.67899 ,110.41768 ,101.78956 ,104.44546 ,101.01898 ,101.83235 ,100.15899 ,103.85323 ,102.55556 ,103.30000 ,105.00000 ,105.30000 ,104.30000 ,106.10000 ,105.20000 ,104.30000 , 83.23952 , 97.70000 , 9905.90000 , 0.49166 ,42.09576 ,100.85505 ,16.82352 ,19.57380 ,-3.72562 ,8.38821 , 2.79548 ,7.42477 , 2.24422 ,12.61949 , 4.92876 ,10.22140 , 7.21338 ,23.49000 ,22.00000 ,1.71000 ,-27.27000 ,-15.60000 , 12.00000 ,-4.59000 ,102.38119 ,1763334.98000 ,1018613.80000 ,348377.24000 ,371780.14000 , 4949.72000 ,663169.89000 ,643555.81000 ,1726510.06000 , 996013.51000 ,340386.09000 ,367122.23000 ,NA ,653340.58000 ,635114.22000 ,1583109.26000 ,39845.69000 ,345686.25000 , 89826.88000 ,338717.26000 ,419537.66000 ,349495.52000 ,NA ,180225.72000 ,1546613.63000 ,37182.30000 ,342114.89000 ,87188.97000 ,330196.54000 ,409814.40000 ,340116.54000 ,NA ,179896.43000 ,83.10000
Q3-2001      ,138032.38000 ,138786.05000 ,117709.43000 ,21076.62000 ,6476.35000 ,26650.46000 ,10366.44000 ,35287.88000 ,19910.18000 ,40094.74000 ,110.63235 ,111.65853 ,111.73677 ,113.95430 ,107.64300 ,107.00107 ,109.51695 ,102.71566 ,103.44053 ,101.43642 ,101.60639 ,101.49053 ,104.88154 ,103.67893 ,104.30000 ,103.40000 ,103.70000 ,102.10000 ,102.50000 ,103.10000 ,104.00000 , 84.53498 , 97.20000 , 9871.10000 ,-1.77107 ,42.59249 , 99.73364 ,16.25929 ,19.04717 ,-3.48956 ,7.77221 , 0.74331 ,7.50741 ,-0.44203 ,12.66143 , 9.14094 ,11.85652 , 9.00924 ,25.05000 ,25.42000 ,2.18000 ,  3.09000 , -8.53000 , -5.74000 , 3.28000 ,102.78255 ,1774640.65000 ,1024539.36000 ,352250.56000 ,370917.60000 , 4023.79000 ,654897.76000 ,631988.42000 ,1728028.53000 , 998330.40000 ,341598.56000 ,364880.73000 ,NA ,649302.55000 ,628852.92000 ,1595046.32000 ,40075.48000 ,345353.48000 , 91676.04000 ,341793.55000 ,422690.51000 ,353457.25000 ,NA ,179594.33000 ,1549884.04000 ,37743.04000 ,341043.72000 ,88035.59000 ,330859.94000 ,411325.05000 ,340876.70000 ,NA ,178144.49000 ,82.60000
Q4-2001      ,138274.35000 ,138714.62000 ,117699.52000 ,21015.10000 ,6403.20000 ,26545.95000 ,10325.72000 ,35181.40000 ,19897.02000 ,40361.33000 ,111.47770 ,112.05378 ,112.15388 ,114.86234 ,107.72908 ,106.61624 ,107.77528 ,103.55927 ,102.56619 ,102.26870 ,102.94685 ,101.79547 ,105.29730 ,104.82864 ,105.20000 ,111.00000 ,111.10000 ,110.60000 ,111.90000 ,108.20000 ,110.80000 , 85.68378 , 96.60000 , 9910.00000 ,-1.33773 ,43.19678 , 99.21293 ,14.99145 ,18.13998 ,-3.35275 ,6.83267 , 1.11792 ,7.68628 ,-0.78144 ,13.08201 , 1.02962 ,10.26314 , 4.12769 ,24.59000 ,22.73000 ,2.06000 ,  4.41000 ,  5.84000 , 10.12000 ,-0.61000 ,102.86293 ,1790445.41000 ,1027338.05000 ,359003.64000 ,368702.60000 ,-3107.15000 ,652478.91000 ,613970.64000 ,1730245.37000 , 997362.25000 ,345404.79000 ,362424.53000 ,NA ,649271.45000 ,620831.55000 ,1610098.68000 ,40201.26000 ,342296.59000 , 92563.71000 ,343545.79000 ,432668.63000 ,358822.70000 ,NA ,180346.73000 ,1553852.48000 ,38271.55000 ,338965.26000 ,88131.55000 ,331963.09000 ,413534.41000 ,342986.62000 ,NA ,176392.89000 ,81.40000
Q1-2002      ,138698.56000 ,137572.84000 ,116648.55000 ,20924.30000 ,6264.34000 ,26263.68000 , 9971.97000 ,34842.75000 ,19853.24000 ,40376.86000 ,112.24771 ,112.60388 ,112.69196 ,115.76746 ,108.38929 ,106.91734 ,107.46057 ,104.18438 ,103.01182 ,102.43629 ,103.76538 ,102.52294 ,106.59513 ,105.17845 ,106.10000 , 99.30000 , 98.50000 ,101.70000 , 97.60000 ,100.70000 ,100.20000 , 84.75521 , 98.20000 , 9977.30000 ,-3.38033 ,43.59011 , 99.56140 ,14.86141 ,18.42845 ,-4.08590 ,7.12846 , 2.23394 ,7.57612 , 2.12208 ,12.92223 , 9.05174 ,11.80335 , 7.68419 ,30.71000 ,26.62000 ,3.44000 ,  9.17000 , -4.89000 , -6.68000 , 2.53000 ,104.03356 ,1807138.31000 ,1033839.93000 ,362634.38000 ,370321.83000 ,-2437.72000 ,655912.40000 ,613132.51000 ,1734297.32000 , 998823.43000 ,346149.21000 ,361768.78000 ,NA ,650766.15000 ,621702.09000 ,1626625.96000 ,39677.04000 ,346102.00000 , 93360.45000 ,348557.60000 ,435080.77000 ,363848.10000 ,NA ,180512.35000 ,1557992.08000 ,37854.56000 ,339078.93000 ,88092.56000 ,332906.58000 ,415062.19000 ,344906.65000 ,NA ,176263.22000 ,80.50000
Q2-2002      ,138724.01000 ,138773.14000 ,117787.88000 ,20985.26000 ,6326.55000 ,26281.20000 ,10211.35000 ,35048.18000 ,20150.33000 ,40755.52000 ,112.66129 ,113.13766 ,113.23885 ,116.49418 ,108.70938 ,106.88689 ,107.72403 ,104.35806 ,103.28798 ,102.19906 ,106.11304 ,102.69361 ,106.46748 ,106.08631 ,107.10000 ,108.90000 ,108.80000 ,109.10000 ,109.60000 ,109.50000 ,108.30000 , 86.42654 , 98.30000 ,10031.60000 ,-3.71742 ,43.91011 ,100.39798 ,14.50708 ,18.38174 ,-4.41805 ,6.99126 , 0.83434 ,7.63561 , 0.36913 ,12.99928 , 2.03816 ,11.70952 , 6.83396 ,22.92000 ,20.55000 ,2.86000 ,-28.31000 ,-24.09000 ,  5.90000 ,-8.64000 ,104.61565 ,1822190.84000 ,1042764.60000 ,368654.77000 ,367087.16000 ,-2031.67000 ,668147.98000 ,622432.00000 ,1742550.13000 ,1002712.02000 ,349745.23000 ,357608.93000 ,NA ,663248.51000 ,629751.92000 ,1638299.58000 ,38507.09000 ,349546.43000 , 92421.70000 ,350092.83000 ,440399.64000 ,367331.89000 ,NA ,183891.26000 ,1564142.38000 ,37818.72000 ,341974.87000 ,86430.71000 ,333398.88000 ,419039.17000 ,345439.10000 ,NA ,178387.04000 ,81.00000
Q3-2002      ,138886.61000 ,139579.41000 ,118549.49000 ,21029.92000 ,6344.95000 ,26357.75000 ,10336.31000 ,35373.75000 ,20296.52000 ,40870.13000 ,113.55669 ,113.75946 ,113.72053 ,117.74248 ,108.96085 ,106.71460 ,106.74468 ,104.86611 ,104.01728 ,102.29733 ,106.66510 ,103.14734 ,107.23606 ,107.20844 ,107.90000 ,107.00000 ,107.00000 ,107.00000 ,106.10000 ,107.70000 ,107.60000 , 89.47722 , 97.70000 ,10090.70000 ,-3.71412 ,44.53713 ,101.09664 ,13.88317 ,18.43917 ,-4.41761 ,7.07074 ,-0.40307 ,7.69413 ,-0.81468 ,13.10252 , 3.89757 ,11.13264 , 6.87770 ,23.79000 ,23.63000 ,2.73000 ,  1.12000 ,-10.16000 , -8.19000 ,-0.41000 ,105.31608 ,1842974.49000 ,1053839.70000 ,373678.21000 ,371145.70000 ,-4772.20000 ,672548.78000 ,623465.70000 ,1748704.65000 ,1009170.94000 ,350787.76000 ,360774.12000 ,NA ,668823.36000 ,636723.96000 ,1655688.12000 ,38307.11000 ,352526.79000 , 94167.61000 ,354430.58000 ,445052.62000 ,371203.41000 ,NA ,187286.37000 ,1568137.94000 ,37685.16000 ,343404.21000 ,86869.20000 ,334719.49000 ,419137.70000 ,346296.87000 ,NA ,180571.94000 ,80.90000
