 ,"Employment: by employment status, by economic activity",,,,,,,,,,"GDP deflators: by expenditure components",,,,,,,"Unit labour cost: by economic activity",,,,,,,"Hourly labour cost: by components and by economic activity",,,,,,,"Exchange rates: effective exchange rates","US and Japan: main economic and financial indicators",,,,,,,,,,,,,,,,,,,,,,,"Industry and commodity prices: by type of goods and by industry","GDP: by expenditure components at current prices",,,,,,,"GDP: by expenditure components at constant prices",,,,,,,"Value added: by economic activity at current prices",,,,,,,,,"Value added: by economic activity, chain-linked volumes",,,,,,,,,"Confidence indicators: economic, manufacturing, consumer, construction, retail trade, services","Value added: by economic activity at current prices (NACE Rev2)",,,,,,"Value added: by economic activity, chain-linked volumes (NACE Rev2)",,,,,,"Employment: by economic activity (NACE Rev2)",,,,,,"Unit labour cost: by economic activity (NACE Rev2)",,,,,,
Name:,ESA.Q.I6.Y.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I6.N.1000.TOTEMP.0000.TTTT.N.P.A,ESA.Q.I6.N.1000.EMPLOY.0000.TTTT.N.P.A,ESA.Q.I6.N.1000.SELFEM.0000.TTTT.N.P.A,ESA.Q.I6.N.1000.TOTEMP.0000.2A_A.N.P.A,ESA.Q.I6.N.1000.TOTEMP.0000.2B_E.N.P.A,ESA.Q.I6.N.1000.TOTEMP.0000.2F_F.N.P.A,ESA.Q.I6.N.1000.TOTEMP.0000.2G_I.N.P.A,ESA.Q.I6.N.1000.TOTEMP.0000.YJ_K.N.P.A,ESA.Q.I6.N.1000.TOTEMP.0000.YL_P.N.P.A,ESA.Q.I6.Y.0000.B1QG00.1000.TTTT.D.U.I,ESA.Q.I6.Y.1000.P30_50.0000.TTTT.D.U.I,ESA.Q.I6.Y.1415.P31000.0000.TTTT.D.U.I,ESA.Q.I6.Y.1300.P30000.0000.TTTT.D.U.I,ESA.Q.I6.Y.1000.P51000.0000.TTTT.D.U.I,ESA.Q.I6.Y.2000.P60000.0000.TTTT.D.U.I,ESA.Q.I6.Y.0000.P70000.2000.TTTT.D.U.I,ESA.Q.I6.Y.1000.UNLACO.0000.TTTT.D.U.I,ESA.Q.I6.Y.1000.UNLACO.0000.2A_A.D.U.I,ESA.Q.I6.Y.1000.UNLACO.0000.2B_E.D.U.I,ESA.Q.I6.Y.1000.UNLACO.0000.2F_F.D.U.I,ESA.Q.I6.Y.1000.UNLACO.0000.2G_I.D.U.I,ESA.Q.I6.Y.1000.UNLACO.0000.YJ_K.D.U.I,ESA.Q.I6.Y.1000.UNLACO.0000.YL_P.D.U.I,STS.Q.I6.Y.LCIT.NS0025.4.000,STS.Q.I6.W.LCIT.NS0025.4.000,STS.Q.I6.W.LCIW.NS0025.4.000,STS.Q.I6.W.LCIO.NS0025.4.000,STS.Q.I6.W.LCIT.NS0020.4.000,STS.Q.I6.W.LCIT.2F0000.4.000,STS.Q.I6.W.LCIT.2G_N00.4.000,EXR.Q.Z64.EUR.ERU1.A,BISM.Q.VPNB.US.01,BISM.Q.RHGB.US.01,GST.Q.US.N.B1300.DEF.B0000.CU.G,GST.Q.US.N.B0X13.MAL.B1300.SA.G,BISM.Q.RHGB.JP.01,MUFA.Q.US.N.B8G.G.X.US.1000.Z5.ZZZZ.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.1000.M.R,MUFA.Q.US.N.BIC.G.X.US.1000.A1.1000.M.R,MUFA.Q.US.N.P50.G.X.Z5.ZZZZ.US.11US.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.11US.M.R,MUFA.Q.US.N.B8G.G.X.US.11US.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.11US.A1.1000.M.R,MUFA.Q.US.N.P5C.G.X.Z5.ZZZZ.US.1415.M.R,MUFA.Q.US.N.T00.G.X.A1.1000.US.1415.M.R,MUFA.Q.US.N.B8C.G.X.US.1415.Z5.ZZZZ.M.R,MUFA.Q.US.N.T00.G.X.US.1415.A1.1000.M.R,MUFA.Q.JP.N.B8G.G.X.JP.1000.Z5.ZZZZ.M.J,MUFA.Q.JP.N.P50.G.X.Z5.ZZZZ.JP.1000.M.J,MUFA.Q.JP.N.BIC.G.X.JP.1000.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1100.M.J,MUFA.Q.JP.N.T00.G.X.JP.1100.A1.1000.M.J,MUFA.Q.JP.N.T00.G.X.A1.1000.JP.1415.M.J,MUFA.Q.JP.N.T00.G.X.JP.1415.A1.1000.M.J,STS.Q.I6.N.CINP.CC1109.4.000,ESA.Q.I6.Y.0000.B1QG00.1000.TTTT.V.U.A,ESA.Q.I6.Y.1415.P31000.0000.TTTT.V.U.A,ESA.Q.I6.Y.1300.P30000.0000.TTTT.V.U.A,ESA.Q.I6.Y.1000.P51000.0000.TTTT.V.U.A,ESA.Q.I6.Y.1000.P52_53.0000.TTTT.V.U.A,ESA.Q.I6.Y.2000.P60000.0000.TTTT.V.U.A,ESA.Q.I6.Y.0000.P70000.2000.TTTT.V.U.A,ESA.Q.I6.Y.0000.B1QG00.1000.TTTT.L.U.A,ESA.Q.I6.Y.1415.P31000.0000.TTTT.L.U.A,ESA.Q.I6.Y.1300.P30000.0000.TTTT.L.U.A,ESA.Q.I6.Y.1000.P51000.0000.TTTT.L.U.A,ESA.Q.I6.Y.1000.P52_53.0000.TTTT.L.U.A,ESA.Q.I6.Y.2000.P60000.0000.TTTT.L.U.A,ESA.Q.I6.Y.0000.P70000.2000.TTTT.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.TTTT.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2A_A.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2B_E.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2F_F.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2G_I.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YJ_K.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YL_P.V.U.A,ESA.Q.I6.Y.0000.P11900.1000.TTTT.V.U.A,ESA.Q.I6.Y.0000.D21X31.1000.TTTT.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.TTTT.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2A_A.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2B_E.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2F_F.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2G_I.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YJ_K.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.YL_P.L.U.A,ESA.Q.I6.Y.0000.P11900.1000.TTTT.L.U.A,ESA.Q.I6.Y.0000.D21X31.1000.TTTT.L.U.A,SUR.Q.I6.S.ECFIN.MAN013.TT,ESA.Q.I6.Y.0000.B1G000.1000.2J_J.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2K_K.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2L_L.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2M_N.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2O_Q.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2R_U.V.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2J_J.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2K_K.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2L_L.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2M_N.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2O_Q.L.U.A,ESA.Q.I6.Y.0000.B1G000.1000.2R_U.L.U.A,ESA.Q.I6.N.1000.TOTEMP.0000.2J_J.N.P.A,ESA.Q.I6.N.1000.TOTEMP.0000.2K_K.N.P.A,ESA.Q.I6.N.1000.TOTEMP.0000.2L_L.N.P.A,ESA.Q.I6.N.1000.TOTEMP.0000.2M_N.N.P.A,ESA.Q.I6.N.1000.TOTEMP.0000.2O_Q.N.P.A,ESA.Q.I6.N.1000.TOTEMP.0000.2R_U.N.P.A,ESA.Q.I6.Y.1000.UNLACO.0000.2J_J.D.U.I,ESA.Q.I6.Y.1000.UNLACO.0000.2K_K.D.U.I,ESA.Q.I6.Y.1000.UNLACO.0000.2L_L.D.U.I,ESA.Q.I6.Y.1000.UNLACO.0000.2M_N.D.U.I,ESA.Q.I6.Y.1000.UNLACO.0000.2O_Q.D.U.I,ESA.Q.I6.Y.1000.UNLACO.0000.2R_U.D.U.I
Q4-1995      ,127978.56410 ,128368.62613 ,107758.94196 ,20610.20988         ,NA          ,NA          ,NA          ,NA ,NA ,NA , 83.95083 , 83.29697 , 83.58470 , 80.66259 , 86.43619 , 93.45552 , 91.63038 , 88.40810        ,NA        ,NA        ,NA        ,NA ,NA ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA ,112.68292 ,102.40000 , 9176.40000 , -2.90752 ,59.43522 ,458599.20000 ,16.26683 ,18.46975 ,-0.92469 ,8.04715 , 8.37148 ,8.35791 , 6.76340 ,11.75557 , 3.64270 ,12.01319 , 4.14167 ,30.64000 ,29.79000 ,1.70000 ,  2.01000 ,  5.94000 , 20.33000 , 3.08000 , 77.49020 ,1418880.17000 , 814774.73000 ,288954.47000 ,287387.71000 ,  6245.27000 , 411451.39000 , 389933.40000 ,1665287.93000 , 960211.24000 ,352419.29000 ,326745.95000 ,NA ,431929.03000 ,416161.70000 ,1279157.54174          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,137785.97000 ,1486917.93634          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,172806.20000 ,82.60000          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA         ,NA         ,NA         ,NA          ,NA          ,NA          ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA
Q1-1996      ,127977.76279 ,127135.63087 ,106474.18932 ,20662.09679         ,NA          ,NA          ,NA          ,NA ,NA ,NA , 84.42548 , 83.77449 , 83.92295 , 81.42766 , 86.84814 , 93.24363 , 91.84074 , 89.05181        ,NA        ,NA        ,NA        ,NA ,NA ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA ,112.98399 ,100.90000 , 9239.30000 , -3.00333 ,59.88853 ,462151.20000 ,16.24907 ,18.49125 ,-1.10172 ,7.83557 , 7.65088 ,8.41355 , 6.24884 ,11.79935 ,10.05472 ,12.09642 , 5.92081 ,33.49000 ,30.92000 ,1.55000 ,  3.62000 , -5.99000 , -2.72000 , 0.32000 , 78.16336 ,1432442.29000 , 828153.12000 ,291557.55000 ,282994.34000 ,  5436.92000 , 419139.70000 , 394839.34000 ,1665687.87000 , 968423.65000 ,351277.60000 ,319242.60000 ,NA ,440279.18000 ,420063.09000 ,1286736.27168          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,143751.26000 ,1486836.97662          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,177162.78000 ,81.20000          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA         ,NA         ,NA         ,NA          ,NA          ,NA          ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA
Q2-1996      ,128233.29848 ,128441.83833 ,107747.78205 ,20694.61138         ,NA          ,NA          ,NA          ,NA ,NA ,NA , 84.64672 , 84.05331 , 84.28784 , 81.48688 , 86.70806 , 93.00676 , 91.83502 , 88.69090        ,NA        ,NA        ,NA        ,NA ,NA ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA ,110.11326 ,100.70000 , 9399.00000 , -2.41154 ,58.72383 ,466829.40000 ,16.38012 ,18.95471 ,-1.26587 ,7.99839 , 5.02428 ,8.37617 , 4.54613 ,11.91372 , 8.44392 ,11.89643 , 4.43868 ,27.09000 ,26.00000 ,1.18000 ,  0.56000 , -2.07000 ,  9.83000 , 1.12000 , 78.34388 ,1449198.01000 , 835335.48000 ,294139.79000 ,293456.68000 ,   926.48000 , 420228.59000 , 394889.01000 ,1677782.54000 , 970548.60000 ,353719.89000 ,331181.13000 ,NA ,442382.56000 ,420220.61000 ,1303258.07997          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,142121.46000 ,1499445.06694          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,175811.90000 ,80.60000          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA         ,NA         ,NA         ,NA          ,NA          ,NA          ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA
Q3-1996      ,128543.99389 ,129426.42755 ,108653.62937 ,20773.32459         ,NA          ,NA          ,NA          ,NA ,NA ,NA , 84.95098 , 84.25970 , 84.65373 , 81.72431 , 86.82486 , 92.96999 , 91.39255 , 89.08843        ,NA        ,NA        ,NA        ,NA ,NA ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA ,111.07796 ,100.10000 , 9480.80000 , -2.17923 ,58.41226 ,467015.50000 ,16.63179 ,19.41025 ,-1.56536 ,8.33954 , 5.64828 ,8.39348 , 5.04374 ,11.84279 , 5.38973 ,11.91097 , 3.59425 ,29.02000 ,29.22000 ,1.31000 ,  0.55000 , -0.99000 , -1.58000 , 1.90000 , 78.82584 ,1462723.50000 , 843524.49000 ,297485.30000 ,295110.22000 , -2903.10000 , 426091.80000 , 396585.20000 ,1686662.39000 , 975423.95000 ,356605.37000 ,332473.01000 ,NA ,448489.26000 ,423921.19000 ,1313741.31903          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,146877.64000 ,1505288.40588          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,178741.68000 ,80.30000          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA         ,NA         ,NA         ,NA          ,NA          ,NA          ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA
Q4-1996      ,128780.34837 ,129116.02027 ,108549.84126 ,20566.61965         ,NA          ,NA          ,NA          ,NA ,NA ,NA , 85.21856 , 84.74896 , 84.99358 , 82.23908 , 87.02169 , 93.10305 , 92.37649 , 89.38144        ,NA        ,NA        ,NA        ,NA ,NA ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA ,108.74977 , 99.90000 , 9584.30000 , -1.60912 ,58.23981 ,474039.10000 ,16.79349 ,19.15622 ,-1.23026 ,8.50231 , 4.97172 ,8.56052 , 4.59064 ,11.74059 , 1.60072 ,11.65071 , 4.15416 ,29.43000 ,27.35000 ,1.36000 ,  2.14000 ,  9.00000 , 18.31000 , 1.17000 , 79.13295 ,1463858.09000 , 843052.56000 ,298557.45000 ,295509.06000 ,   -13.06000 , 438967.27000 , 412215.20000 ,1692070.82000 , 976332.70000 ,357756.43000 ,334135.72000 ,NA ,464069.87000 ,438641.17000 ,1317310.69387          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,143521.72000 ,1514903.69680          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,175694.65000 ,80.00000          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA         ,NA         ,NA         ,NA          ,NA          ,NA          ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA
Q1-1997      ,128953.59018 ,128022.43001 ,107493.49065 ,20529.45008         ,NA          ,NA          ,NA          ,NA ,NA ,NA , 85.50311 , 84.99821 , 85.46771 , 82.33254 , 87.30867 , 93.83671 , 93.00883 , 89.79822        ,NA        ,NA        ,NA        ,NA ,NA ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA ,105.28182 , 98.20000 , 9658.00000 , -1.51530 ,58.14889 ,477506.10000 ,17.01902 ,19.33343 ,-1.36664 ,8.54236 , 4.28271 ,8.55057 , 3.98066 ,11.92650 , 2.75941 ,11.66278 , 4.33304 ,33.88000 ,31.05000 ,1.56000 ,  0.62000 , -8.19000 , -3.32000 ,-0.87000 , 79.73255 ,1462239.22000 , 843243.05000 ,296739.36000 ,290564.98000 ,  3412.18000 , 447746.13000 , 419466.49000 ,1698186.01000 , 978989.71000 ,358103.96000 ,330132.52000 ,NA ,473199.24000 ,446738.27000 ,1314223.41911          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,147299.84000 ,1517659.35942          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,178257.14000 ,81.00000          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA         ,NA         ,NA         ,NA          ,NA          ,NA          ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA
Q2-1997      ,129310.80126 ,129542.86913 ,108894.10375 ,20649.21535         ,NA          ,NA          ,NA          ,NA ,NA ,NA , 85.81288 , 85.32848 , 85.65510 , 82.63188 , 87.71946 , 94.22818 , 93.46306 , 89.34923        ,NA        ,NA        ,NA        ,NA ,NA ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA ,101.64446 , 97.90000 , 9801.20000 , -0.84936 ,56.64858 ,472992.60000 ,17.58103 ,19.89066 ,-1.05615 ,9.39662 , 2.09278 ,8.58543 , 2.49098 ,11.71891 , 7.44932 ,11.55253 , 4.17248 ,28.04000 ,25.28000 ,2.27000 ,  2.42000 , -1.79000 , 10.09000 , 0.70000 , 80.04781 ,1479139.49000 , 849391.11000 ,298090.47000 ,297237.45000 ,  2361.29000 , 465878.10000 , 433818.93000 ,1719730.95000 , 988705.55000 ,360121.41000 ,337749.68000 ,NA ,492789.63000 ,462136.57000 ,1327756.02908          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,148519.34000 ,1535894.53326          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,181026.86000 ,81.70000          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA         ,NA         ,NA         ,NA          ,NA          ,NA          ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA
Q3-1997      ,129798.27424 ,130719.67923 ,110000.32800 ,20719.73219         ,NA          ,NA          ,NA          ,NA ,NA ,NA , 86.21021 , 85.80044 , 86.29707 , 82.82574 , 88.03628 , 94.93546 , 94.45960 , 89.38819        ,NA        ,NA        ,NA        ,NA ,NA ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA , 97.28040 , 97.00000 , 9924.20000 , -0.61951 ,56.10166 ,474936.30000 ,17.83740 ,19.97212 ,-1.26530 ,8.97243 , 5.26136 ,8.69611 , 4.45538 ,11.89649 , 6.26025 ,11.33472 , 4.82580 ,28.63000 ,28.14000 ,2.19000 ,  3.01000 ,  3.05000 , -0.25000 , 1.51000 , 80.71695 ,1489168.01000 , 854076.15000 ,297502.57000 ,298112.56000 ,  4749.57000 , 482914.97000 , 448187.81000 ,1731069.42000 , 991076.26000 ,360234.83000 ,339060.54000 ,NA ,509321.84000 ,474627.02000 ,1335911.71861          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,150607.73000 ,1545618.57388          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,182249.42000 ,82.20000          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA         ,NA         ,NA         ,NA          ,NA          ,NA          ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA
Q4-1997      ,130207.95066 ,130575.54115 ,110020.42184 ,20555.44370         ,NA          ,NA          ,NA          ,NA ,NA ,NA , 86.62869 , 86.13315 , 86.56931 , 83.51114 , 88.24864 , 95.11689 , 94.31283 , 89.22604        ,NA        ,NA        ,NA        ,NA ,NA ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA , 99.88090 , 97.10000 ,10000.30000 , -0.58079 ,55.90082 ,474581.30000 ,17.91683 ,19.92843 ,-1.66440 ,8.90811 , 1.51624 ,8.45689 , 2.73759 ,11.95869 , 1.74229 ,11.62465 , 3.44306 ,28.69000 ,25.62000 ,2.66000 ,  6.57000 , 10.65000 , 19.83000 , 1.49000 , 81.00177 ,1511696.70000 , 865450.92000 ,299541.72000 ,304952.07000 ,  6718.33000 , 492839.65000 , 457805.99000 ,1748449.63000 ,1000936.31000 ,359521.13000 ,346015.95000 ,NA ,519038.45000 ,485765.84000 ,1356511.98608          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,150573.30000 ,1563449.37121          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,181592.46000 ,83.10000          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA         ,NA         ,NA         ,NA          ,NA          ,NA          ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA
Q1-1998      ,130894.25709 ,129998.65792 ,109411.36982 ,20587.66736         ,NA          ,NA          ,NA          ,NA ,NA ,NA , 86.71393 , 86.13286 , 86.64028 , 83.45836 , 87.91892 , 95.00860 , 93.89931 , 88.99498        ,NA        ,NA        ,NA        ,NA ,NA ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA , 97.26586 , 97.70000 ,10094.80000 ,  0.12557 ,55.69456 ,465482.40000 ,18.32503 ,20.40896 ,-1.69315 ,9.06558 , 8.00568 ,7.93007 , 8.57427 ,11.96955 , 4.14042 ,12.24986 , 5.07185 ,34.80000 ,29.47000 ,2.46000 ,-11.90000 ,-11.91000 , -5.81000 , 1.36000 , 80.89560 ,1514616.99000 , 867169.66000 ,300412.34000 ,307707.77000 , 11881.21000 , 497260.23000 , 469814.22000 ,1758750.45000 ,1007236.14000 ,362494.84000 ,352220.31000 ,NA ,527092.09000 ,503441.78000 ,1362371.78587          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,151236.81000 ,1571909.81158          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,184554.24000 ,83.60000          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA         ,NA         ,NA         ,NA          ,NA          ,NA          ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA
Q2-1998      ,131682.73972 ,131842.77096 ,111062.47414 ,20780.63812         ,NA          ,NA          ,NA          ,NA ,NA ,NA , 87.46498 , 86.77154 , 87.08634 , 83.88808 , 88.52522 , 94.58714 , 92.99758 , 89.68527        ,NA        ,NA        ,NA        ,NA ,NA ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA , 98.46477 , 98.60000 ,10185.60000 ,  0.21153 ,54.10343 ,463103.20000 ,18.21689 ,20.03047 ,-2.10008 ,8.83312 , 6.92882 ,7.78425 , 7.24438 ,12.35382 ,10.63976 ,12.44326 , 6.18457 ,24.94000 ,23.41000 ,3.03000 ,-27.59000 ,-14.82000 , 12.14000 ,-4.79000 , 81.12518 ,1533829.28000 , 876702.97000 ,303202.72000 ,310537.92000 , 12099.63000 , 504121.66000 , 472835.61000 ,1765850.40000 ,1013732.64000 ,364013.64000 ,353125.41000 ,NA ,536535.92000 ,511764.83000 ,1373865.46098          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,157115.04000 ,1577162.34118          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,186269.47000 ,83.80000          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA         ,NA         ,NA         ,NA          ,NA          ,NA          ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA
Q3-1998      ,132389.67971 ,133269.75197 ,112317.73775 ,20952.32039         ,NA          ,NA          ,NA          ,NA ,NA ,NA , 87.67960 , 86.73300 , 87.20794 , 84.01128 , 88.54048 , 94.04483 , 91.59830 , 90.06798        ,NA        ,NA        ,NA        ,NA ,NA ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA ,100.70057 , 98.60000 ,10320.00000 ,  0.38204 ,52.98770 ,464413.20000 ,18.53833 ,20.27124 ,-2.38908 ,8.80998 , 5.06198 ,7.82114 , 5.39515 ,12.45682 , 4.10958 ,12.32382 , 4.01970 ,28.42000 ,26.25000 ,2.62000 ,  2.68000 , -2.52000 ,  4.92000 , 2.71000 , 81.23228 ,1550366.83000 , 889506.22000 ,305010.45000 ,317959.93000 ,  6668.44000 , 503145.07000 , 471923.28000 ,1776001.76000 ,1024318.00000 ,364715.81000 ,360584.18000 ,NA ,537349.20000 ,517296.47000 ,1388805.23852          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,158950.96000 ,1585749.76913          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,187504.10000 ,83.80000          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA         ,NA         ,NA         ,NA          ,NA          ,NA          ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA
Q4-1998      ,132992.93102 ,133449.35800 ,112668.31717 ,20781.23002         ,NA          ,NA          ,NA          ,NA ,NA ,NA , 88.02304 , 86.95415 , 87.30739 , 84.64856 , 88.61758 , 93.19961 , 90.36888 , 90.80629        ,NA        ,NA        ,NA        ,NA ,NA ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA ,103.59708 , 97.90000 ,10498.60000 ,  0.49848 ,52.67385 ,466976.40000 ,18.03452 ,20.33201 ,-2.40554 ,8.89508 , 6.11282 ,7.66079 , 6.99357 ,12.84931 , 3.37328 ,12.20437 , 5.54182 ,27.27000 ,24.24000 ,2.66000 , 11.31000 , -4.92000 , 13.40000 ,-2.61000 , 81.15712 ,1568063.18000 , 902304.31000 ,310202.65000 ,322697.48000 ,  8018.10000 , 498852.98000 , 474012.34000 ,1780679.76000 ,1032914.09000 ,366341.87000 ,363969.83000 ,NA ,535175.27000 ,524353.14000 ,1401127.84283          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,163621.20000 ,1590236.43025          ,NA           ,NA           ,NA           ,NA ,NA ,NA ,NA ,186574.02000 ,83.20000          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA          ,NA           ,NA           ,NA           ,NA           ,NA          ,NA         ,NA         ,NA         ,NA          ,NA          ,NA          ,NA        ,NA        ,NA        ,NA        ,NA        ,NA        ,NA
